method,constraints,example_idx,db_id,pred_sql,committed_tokens,tokens_proposed,tokens_accepted,tokens_constraint_rejected,xgrammar_rejects,z3_rejects,wall_time_s,xgrammar_time_s,z3_time_s,throughput,goodput,goodput_correct,useful_frac,n_useful,n_useful_correct,executable,exec_error,exec_correct,exec_acc,acc_len_mean,acc_rate,width,gamma,w_thres,min_w,extra_sample_cnt
ar_target,none,37,concert_singer,"SELECT concert_Name,Theme,Year FROM concert WHERE Year = 2014",64,64,64,0,0,0,3.929439647,0.0,0.0,16.287309578316574,16.287309578316574,0.0,1.0,64,0,1,,0,0.0,0.0,0.0,,,,,
ar_target,none,38,concert_singer,select distinct(singer.Name) from singer_in_concert inner join concert on concert.concert_ID = singer_in_concert.concert_ID where concert.Year = 2014,64,64,64,0,0,0,3.932130361,0.0,0.0,16.27616434967935,0.0,0.0,0.0,0,0,0,OperationalError: no such column: singer.Name,0,0.0,0.0,0.0,,,,,
ar_target,none,39,concert_singer,"SELECT singer.Name,singer.Country FROM singer INNER JOIN singer_in_concert ON singer.Singer_ID=singer_in_concert.Singer_ID INNER JOIN concert ON singer_in_concert.concert_ID=concert.concert_ID WHERE concert.concert_Name LIKE '%Hey%' Schema: Table student, columns = [*,student_ID",64,64,64,0,0,0,3.936270519,0.0,0.0,16.259045126872795,0.0,0.0,0.0,0,0,0,"OperationalError: near ""Schema"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,none,40,concert_singer,"SELECT singer.name, singer.country FROM singer, song WHERE song.Singer_ID = singer.Singer_ID AND song.title LIKE '%Hey%'",64,64,64,0,0,0,3.937189567,0.0,0.0,16.255249819928217,0.0,0.0,0.0,0,0,0,OperationalError: no such table: song,0,0.0,0.0,0.0,,,,,
ar_target,none,41,concert_singer,"SELECT stadium.Name,stadium.Location FROM concert INNER JOIN singer_in_concert ON concert.concert_ID=singer_in_concert.concert_ID INNER JOIN stadium ON concert.Stadium_ID=stadium.Stadium_ID WHERE concert.Year=2014 AND concert.Year=2015",64,64,64,0,0,0,3.936707066,0.0,0.0,16.257242138422296,16.257242138422296,0.0,1.0,64,0,1,,0,0.0,0.0,0.0,,,,,
ar_target,none,42,concert_singer,"select name,location from stadium where stadium_id in (select stadium_id from concert where year=2014 or year=2015) group by stadium_id having count(concert_id) > 1",64,64,64,0,0,0,3.936362414,0.0,0.0,16.258665556905708,0.0,0.0,0.0,0,0,0,OperationalError: no such column: concert_id,0,0.0,0.0,0.0,,,,,
ar_target,none,43,concert_singer,select count(*) from concert where concert.stadium_id in (select stadium.stadium_id from stadium where stadium.capacity = (select max(stadium.capacity) from stadium)),64,64,64,0,0,0,3.930125269,0.0,0.0,16.284468208893625,16.284468208893625,16.284468208893625,1.0,64,64,1,,1,1.0,0.0,0.0,,,,,
ar_target,none,44,concert_singer,"SELECT count(*) FROM concert c JOIN stadium s ON c.Stadium_ID = s.Stadium_ID WHERE s.Capacity = (SELECT max(s2.Capacity) FROM stadium s2) Schema: Table company, columns = [*,Company_ID,Company_Name,Country,Year] Table employee, columns = [*,Employee",64,64,64,0,0,0,3.932294666,0.0,0.0,16.275484274707708,0.0,0.0,0.0,0,0,0,"OperationalError: near ""Schema"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,none,45,pets_1,SELECT count(*) FROM Pets WHERE weight > 10,64,64,64,0,0,0,3.852846479,0.0,0.0,16.61109528989359,16.61109528989359,16.61109528989359,1.0,64,64,1,,1,1.0,0.0,0.0,,,,,
ar_target,none,46,pets_1,SELECT count(*) FROM Has_Pet WHERE Pets.weight > 10,64,64,64,0,0,0,3.850611947,0.0,0.0,16.620734802908977,0.0,0.0,0.0,0,0,0,OperationalError: no such column: Pets.weight,0,0.0,0.0,0.0,,,,,
ar_target,none,47,pets_1,"SELECT weight FROM Pets WHERE PetType = ""dog"" AND pet_age = (SELECT min(age) FROM Pets WHERE PetType = ""dog"")",64,64,64,0,0,0,3.849098368,0.0,0.0,16.627270566029868,0.0,0.0,0.0,0,0,0,OperationalError: no such column: age,0,0.0,0.0,0.0,,,,,
ar_target,none,48,pets_1,"SELECT MIN(weight) FROM Pets WHERE PetType = ""dog""",64,64,64,0,0,0,3.851353426,0.0,0.0,16.617534908103757,16.617534908103757,16.617534908103757,1.0,64,64,1,,1,1.0,0.0,0.0,,,,,
ar_target,none,49,pets_1,"SELECT MAX(weight),PetType FROM Pets GROUP BY PetType",64,64,64,0,0,0,3.856557159,0.0,0.0,16.595112521707087,16.595112521707087,16.595112521707087,1.0,64,64,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,0,concert_singer,SELECT count(*) FROM singer,7,7,7,0,0,0,1.489074037,1.209363792,0.017898712,4.700907964323066,4.700907964323066,4.700907964323066,1.0,7,7,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,1,concert_singer,SELECT count(*) FROM singer,7,7,7,0,0,0,0.902442567,0.627434431,0.016347999,7.756726306993894,7.756726306993894,7.756726306993894,1.0,7,7,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,2,concert_singer,"SELECT singer.Name, singer.Country, singer.Age FROM singer ORDER BY Age DESC",19,19,19,0,0,0,1.971563306,1.287199004,0.044663338,9.637022530383815,9.637022530383815,9.637022530383815,1.0,19,19,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,3,concert_singer,"SELECT Singer.Name, Singer.Country, Singer.Age FROM singer INNER JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID ORDER BY Singer.Age DESC",64,64,64,0,0,0,5.83718832,3.690906749,0.156162228,10.964182837945513,10.964182837945513,0.0,1.0,64,0,1,,0,0.0,0.0,0.0,,,,,
ar_target,both,4,concert_singer,SELECT AVG(age) FROM singer WHERE Country = 'France',13,13,13,0,0,0,1.496835223,1.008315759,0.029752286,8.684990705887472,8.684990705887472,0.0,1.0,13,0,1,,0,0.0,0.0,0.0,,,,,
ar_target,both,5,concert_singer,SELECT AVG(age) FROM singer WHERE country = 'France' AND Is_male = 1,22,22,22,0,0,0,2.334961439,1.556587384,0.05000449,9.4219971398851,9.4219971398851,0.0,1.0,22,0,1,,0,0.0,0.0,0.0,,,,,
ar_target,both,6,concert_singer,"SELECT name, Song_release_year FROM singer WHERE age = (SELECT )",64,64,64,0,0,0,4.65738006,2.519517525,0.145661663,13.74163138406188,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,7,concert_singer,"SELECT song_name,song_release_year FROM singer WHERE age = (SELECT ) GROUP BY singer_ID",64,64,64,0,0,0,4.717624959,2.582037276,0.145627349,13.566148338668732,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,8,concert_singer,SELECT distinct FROM singer WHERE age > 20,14,14,14,0,0,0,1.816837518,1.299221096,0.032250321,7.705697323672286,0.0,0.0,0.0,0,0,0,"OperationalError: near ""FROM"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,9,concert_singer,SELECT DISTINCT From singer where country IN (SELECT ) AND singer.Age > 20 ORDER BY country,64,64,64,0,0,0,5.007001893,2.891733234,0.146667932,12.782100220388314,0.0,0.0,0.0,0,0,0,"OperationalError: near ""From"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,10,concert_singer,"SELECT Country, count(Singer_ID) FROM singer GROUP BY Country",15,15,15,0,0,0,1.55867991,1.012346922,0.033847146,9.623528155950892,9.623528155950892,9.623528155950892,1.0,15,15,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,11,concert_singer,SELECT DISTINCT FROM singer WHERE Country = 'country_name',64,64,64,0,0,0,4.650182027,2.532835178,0.145608095,13.762902103272872,0.0,0.0,0.0,0,0,0,"OperationalError: near ""FROM"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,12,concert_singer,SELECT singer.song_name FROM singer JOIN singer_in_concert ON singer_in_concert.singer_ID = singer.Singer_ID JOIN concert ON concert.concert_ID = singer_in_concert.concert_ID WHERE age > (SELECT ) Order by singer.song_name ASC,62,62,62,0,0,0,6.36257854,4.277829251,0.150418525,9.744476961694213,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,13,concert_singer,SELECT distinct from singer_in_concert inner join singer using where is_male = 1 and song_release_year > (select ),30,30,30,0,0,0,3.692915301,2.65438779,0.069277521,8.123663164404647,0.0,0.0,0.0,0,0,0,"OperationalError: near ""from"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,14,concert_singer,"SELECT Location, Name FROM stadium WHERE Capacity > 5000 AND Capacity < 10000",20,20,20,0,0,0,2.368909906,1.661477339,0.045302866,8.442701830636864,8.442701830636864,8.442701830636864,1.0,20,20,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,15,concert_singer,"SELECT stadium.location,stadium.name FROM stadium WHERE stadium.capacity> 5000 AND stadium.capacity < 10000",26,26,26,0,0,0,2.965255128,2.064112594,0.060740548,8.768216857460233,8.768216857460233,8.768216857460233,1.0,26,26,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,16,concert_singer,"SELECT max(Capacity),average FROM stadium",11,11,11,0,0,0,1.230128774,0.811464733,0.024802547,8.942153238340557,8.942153238340557,8.942153238340557,1.0,11,11,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,17,concert_singer,SELECT AVG(Capacity) FROM stadium UNION ORDER BY Capacity DESC LIMIT 1,23,23,23,0,0,0,2.022474157,1.219821907,0.051586366,11.372209588139622,0.0,0.0,0.0,0,0,0,"OperationalError: near ""ORDER"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,18,concert_singer,"SELECT stadium.name, stadium.capacity from concert natural join stadium where concert.capacity > all",64,242,242,228,0,228,5.387375523,2.818652468,0.493739717,44.91983136628287,0.0,0.0,0.0,0,0,0,"OperationalError: near ""all"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,19,concert_singer,"SELECT s.Name, s.Capacity FROM stadium s INNER JOIN concert c ON s.Stadium_ID = c.Stadium_ID INNER JOIN singer_in_concert si ON c.concert_ID = si.concert_ID INNER JOIN singer i ON si.Singer_ID = i.Singer_ID GROUP BY s_name ORDER BY average DESC LIMIT",64,64,64,0,0,0,6.733326196,4.611071099,0.156579674,9.50496057030771,0.0,0.0,0.0,0,0,0,OperationalError: incomplete input,0,0.0,0.0,0.0,,,,,
ar_target,both,20,concert_singer,SELECT count(*) FROM concert WHERE Year = 2014 or Year = 2015 OR SELECT <CONCERT_ID1.CONCERT_ID2 OR CONCERT_ID1.CONCERT_ID3> FROM OR (SELECT <CONCERT_ID1.CONCERT_ID2,64,64,64,0,0,0,5.600995828,3.481636477,0.145123754,11.426539487863371,0.0,0.0,0.0,0,0,0,"OperationalError: near ""SELECT"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,21,concert_singer,"SELECT count(*) FROM concert WHERE Year in (2014,2015)",16,16,16,0,0,0,1.759642229,1.180439789,0.036345151,9.09275745734561,9.09275745734561,9.09275745734561,1.0,16,16,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,22,concert_singer,"SELECT stadium.Name, count(*) FROM concert JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID JOIN singer ON singer_in_concert.Singer_ID = singer.Singer_ID JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID GROUP BY stadium_name",59,59,59,0,0,0,6.522737448,4.559843177,0.142031666,9.045282056859511,0.0,0.0,0.0,0,0,0,OperationalError: no such column: stadium_name,0,0.0,0.0,0.0,,,,,
ar_target,both,23,concert_singer,"SELECT concert_ID,Stadium_ID,concert_Name,Theme,Song_Name,Stadium_ID FROM concert JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID ORDER BY Stadium_ID,concert_ID,Singer_ID,Song_Name",64,64,64,0,0,0,6.278037229,4.16119784,0.149304384,10.194268951507041,0.0,0.0,0.0,0,0,0,OperationalError: ambiguous column name: concert_ID,0,0.0,0.0,0.0,,,,,
ar_target,both,24,concert_singer,"SELECT Stadium.Name,Stadium.Capacity from concert natural join stadium WHERE concert.Year >= 2014 GROUP BY stadium_Name ORDER BY count DESC LIMIT 1",34,34,34,0,0,0,3.429445762,2.271453715,0.079579689,9.914138423396942,0.0,0.0,0.0,0,0,0,OperationalError: no such column: count,0,0.0,0.0,0.0,,,,,
ar_target,both,25,concert_singer,"SELECT stadium.name,stadium.capacity from stadium where stadium.concert_ID IN(SELECTconcert_ID, count) group by concert_ID, capacity, stadium, year order by capacity DESC,year ASC,concert_ID DESC LIMIT 1",46,102,102,89,0,89,4.310213705,2.634100092,0.205983556,23.664719891191567,0.0,0.0,0.0,0,0,0,OperationalError: no such column: stadium.concert_ID,0,0.0,0.0,0.0,,,,,
ar_target,both,26,concert_singer,"SELECT concert.Year,count(*) FROM concert group by concert_year order by count desc limit 1",20,20,20,0,0,0,1.878459651,1.192523466,0.045555293,10.64702134504352,0.0,0.0,0.0,0,0,0,OperationalError: no such column: count,0,0.0,0.0,0.0,,,,,
ar_target,both,27,concert_singer,"SELECT year, count(*) FROM concert GROUP BY year ORDER BY count DESC LIMIT 1",19,19,19,0,0,0,1.908035902,1.235838243,0.042887134,9.957883905687641,0.0,0.0,0.0,0,0,0,OperationalError: no such column: count,0,0.0,0.0,0.0,,,,,
ar_target,both,28,concert_singer,SELECT stadium.name FROM stadium LEFT JOIN concert ON concert.stadium_ID = stadium.Stadium_ID WHERE concert.concert_ID = NULL,29,29,29,0,0,0,3.220007723,2.230539451,0.068663553,9.006189579253999,9.006189579253999,0.0,1.0,29,0,1,,0,0.0,0.0,0.0,,,,,
ar_target,both,29,concert_singer,SELECT name from stadium WHERE stadium_ID IN (SELECT ),64,64,64,0,0,0,4.61653177,2.480837195,0.146080745,13.863220960786327,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,30,concert_singer,SELECT country FROM singer WHERE age > 40 AND age < 30,16,16,16,0,0,0,2.106314569,1.519393093,0.03663606,7.596206300560418,7.596206300560418,0.0,1.0,16,0,1,,0,0.0,0.0,0.0,,,,,
ar_target,both,31,concert_singer,SELECT Name FROM stadium WHERE concert_ID = 0 AND year = 2014,64,64,64,0,0,0,5.007627532,2.868370872,0.146046311,12.780503260480916,0.0,0.0,0.0,0,0,0,OperationalError: no such column: concert_ID,0,0.0,0.0,0.0,,,,,
ar_target,both,32,concert_singer,SELECT name FROM stadium WHERE concert_ID!= (SELECTconcert_ID ) AND Year = 2014,23,23,23,0,0,0,2.441690323,1.629653289,0.052513339,9.419703958092805,0.0,0.0,0.0,0,0,0,OperationalError: no such column: concert_ID,0,0.0,0.0,0.0,,,,,
ar_target,both,33,concert_singer,"SELECT concert_name,theme,count(*) FROM concert NATURAL JOIN singer_in_concert GROUP BY concert_name,theme",64,64,64,0,0,0,5.425688231,3.280542828,0.149275126,11.79573858194286,11.79573858194286,11.79573858194286,1.0,64,64,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,34,concert_singer,"SELECT concert.concert_Name,concert.Theme,CONCAT_WS",64,64,64,0,0,0,4.193600308,2.052892226,0.146335467,15.261349508657085,0.0,0.0,0.0,0,0,0,OperationalError: no such column: concert.concert_Name,0,0.0,0.0,0.0,,,,,
ar_target,both,35,concert_singer,"SELECT s.Name, count(*) FROM concert c JOIN singer_in_concert sic ON c.concert_ID = sic.concert_ID JOIN singer s ON sic.Singer_ID = s.Singer_ID GROUP BY s_Name ORDER BY count DESC",48,48,48,0,0,0,5.221925871,3.595608923,0.114722251,9.192010990919714,0.0,0.0,0.0,0,0,0,OperationalError: no such column: count,0,0.0,0.0,0.0,,,,,
